,PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,Unnamed: 8
0,LS45114230,06/05/2009,PORTLAND CRESCENT CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
1,LS60117052,06/05/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
2,LS28131594,07/05/2009,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
3,LS48124467,07/05/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
4,LS13116407,07/05/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
5,LS13116418,07/05/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
6,LS58121250,08/05/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,50.0,0.0,
7,LS71101994,08/05/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
8,LS13116666,08/05/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
9,LS46111464,08/05/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
10,LS71102035,08/05/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
11,LS38121815,09/05/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
12,LS55106807,09/05/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
13,LS57099757,09/05/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
14,LS60117507,09/05/2009,HUNSLET LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
15,LS65110527,09/05/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
16,LS13117002,10/05/2009,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
17,LS58121556,10/05/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
18,LS65110662,10/05/2009,THE MARKETS CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0.0,0.0,
19,LS19103088,11/05/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
20,LS46111894,11/05/2009,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
21,LS31097610,12/05/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
22,LS59073561,12/05/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,50.0,0.0,
23,LS64108530,12/05/2009,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,0.0,0.0,
24,LS10001497,13/05/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
25,LS58121884,13/05/2009,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
26,LS51100015,14/05/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
27,LS47115879,15/05/2009,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
28,LS71102192,15/05/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
29,LS89654392,15/05/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
30,LS23112297,16/05/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
31,LS47116328,18/05/2009,NORTH PARADE CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
32,LS75006055,19/05/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
33,LS19104670,21/05/2009,QUARRY HILL F CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
34,LS65111745,21/05/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
35,LS15055890,21/05/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
36,LS25142040,21/05/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
37,LS65111767,21/05/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
38,LS38123526,22/05/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
39,LS52120925,22/05/2009,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
40,LS59074564,22/05/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
41,LS89611403,22/05/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
42,LS38123457,22/05/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
43,LS13119041,23/05/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
44,LS13119019,23/05/2009,CLAYPIT LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
45,LS58123507,26/05/2009,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,80.0,-50.0,
46,LS40118074,26/05/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
47,LS57101553,27/05/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
48,LS76005932,28/05/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
49,LS25143134,28/05/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
50,LS44113447,28/05/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
51,LS15056204,29/05/2009,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
52,LS19105662,29/05/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
53,LS13119981,30/05/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
54,LS23114102,30/05/2009,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
55,LS23114124,30/05/2009,BEECH HILL CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
56,LS3610648A,30/05/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
57,LS44113684,30/05/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
58,LS52121757,30/05/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
59,LS58124317,01/06/2009,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
60,LS89607789,01/06/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
61,LS1505650A,02/06/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
62,LS58124521,02/06/2009,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
63,LS89619085,03/06/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
64,LS25143917,04/06/2009,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,0.0,0.0,
65,LS10004101,05/06/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
66,LS4411428A,05/06/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
67,LS4011918A,06/06/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,25.0,0.0,
68,LS51101357,07/06/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
69,LS3610737A,07/06/2009,THE MARKETS CP - CITY,92 PARKED CAUSING AN OBSTRUCTION                  ,70,16/01/2020,0.0,0.0,
70,LS38124926,08/06/2009,HUNSLET LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
71,LS25144192,09/06/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
72,LS59075556,09/06/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
73,LS7500820A,10/06/2009,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,25.0,0.0,
74,LS60120545,11/06/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
75,LS3109949A,13/06/2009,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
76,LS32138123,13/06/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
77,LS52123253,15/06/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
78,LS52123333,15/06/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
79,LS62105247,15/06/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
80,LS62105258,15/06/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
81,LS21126235,15/06/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
82,LS28134785,16/06/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
83,LS44115340,16/06/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
84,LS28134774,16/06/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
85,LS58126549,17/06/2009,CLAYPIT LANE CP - CITY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,0.0,0.0,
86,LS59076209,18/06/2009,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
87,LS40119940,18/06/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
88,LS15058174,19/06/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
89,LS38125215,19/06/2009,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
90,LS23116039,19/06/2009,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
91,LS58126913,19/06/2009,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,0.0,0.0,
92,LS3213894A,20/06/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
93,LS23116210,20/06/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
94,LS36108623,20/06/2009,MARKET PLACE CP - PUDSEY                                    ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,0.0,0.0,
95,LS57104620,20/06/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
96,LS6511446A,21/06/2009,THE MARKETS CP - CITY,92 PARKED CAUSING AN OBSTRUCTION                  ,70,16/01/2020,0.0,0.0,
97,LS48129132,22/06/2009,MEADOW LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0.0,0.0,
98,LS63097064,22/06/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
99,LS19108547,23/06/2009,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
100,LS13122851,24/06/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
101,LS1505871A,24/06/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
102,LS63097348,24/06/2009,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,25.0,0.0,
103,LS21127839,25/06/2009,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
104,LS45119063,25/06/2009,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,25.0,0.0,
105,LS45119132,25/06/2009,QUARRY HILL D CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
106,LS58127585,25/06/2009,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
107,LS4711790A,26/06/2009,MARKET PLACE CP - PUDSEY                                    ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,0.0,0.0,
108,LS10007325,27/06/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
109,LS75009847,27/06/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
110,LS13123774,29/06/2009,PORTLAND CRESCENT CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
111,LS65115837,29/06/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
112,LS46116355,30/06/2009,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
113,LS33128351,30/06/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
114,LS36109160,01/07/2009,LEISURE CENTRE CP - PUDSEY                                  ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,0.0,0.0,
115,LS1505952A,02/07/2009,CLAYPIT LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
116,LS23117563,02/07/2009,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
117,LS23117574,02/07/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
118,LS64112345,04/07/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
119,LS36109637,06/07/2009,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
120,LS38126422,06/07/2009,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
121,LS89613078,06/07/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
122,LS10009058,07/07/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
123,LS25146041,08/07/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
124,LS25146121,08/07/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
125,LS2514610A,08/07/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
126,LS40121443,08/07/2009,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
127,LS13124620,09/07/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
128,LS13124584,09/07/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
129,LS40121556,09/07/2009,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0.0,0.0,
130,LS10009455,10/07/2009,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
131,LS23118737,10/07/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
132,LS8958235A,10/07/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
133,LS89582382,10/07/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
134,LS10009761,11/07/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
135,LS58129784,11/07/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
136,LS15060824,13/07/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
137,LS31101966,13/07/2009,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
138,LS50139354,13/07/2009,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
139,LS15060788,13/07/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
140,LS31102335,14/07/2009,QUARRY HILL B CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0.0,0.0,
141,LS58130229,14/07/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
142,LS31102266,14/07/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
143,LS89613442,14/07/2009,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
144,LS21129696,15/07/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
145,LS2514726A,17/07/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
146,LS33130466,17/07/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
147,LS33130477,17/07/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
148,LS65118438,17/07/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
149,LS25147543,18/07/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
150,LS50139922,18/07/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
151,LS63099707,18/07/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
152,LS50140513,22/07/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,25.0,0.0,
153,LS55112377,24/07/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,30.0,0.0,
154,LS59079502,24/07/2009,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
155,LS13125838,24/07/2009,MARKET PLACE CP - PUDSEY                                    ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,0.0,0.0,
156,LS48130619,25/07/2009,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
157,LS50141174,25/07/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
158,LS5014112A,25/07/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,25.0,-25.0,
159,LS33131582,27/07/2009,ROBIN LANE CP - PUDSEY                                      ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,25.0,0.0,
160,LS59079885,28/07/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
161,LS46119830,28/07/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
162,LS63100952,28/07/2009,HUNSLET LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0.0,0.0,
163,LS33131902,29/07/2009,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
164,LS48131371,29/07/2009,CLAYPIT LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
165,LS23120921,29/07/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
166,LS58132767,30/07/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
167,LS48131666,31/07/2009,NORTH PARADE CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
168,LS89609183,31/07/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
169,LS65120917,01/08/2009,MEADOW LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0.0,0.0,
170,LS25149979,01/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
171,LS31104396,01/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
172,LS31104454,01/08/2009,MEADOW LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,16/01/2020,0.0,0.0,
173,LS46120625,03/08/2009,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
174,LS13126921,04/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
175,LS58133475,04/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
176,LS3313317A,04/08/2009,PORTLAND CRESCENT CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
177,LS13127028,05/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
178,LS89641663,05/08/2009,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
179,LS89641696,05/08/2009,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
180,LS89674334,05/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
181,LS89629668,06/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
182,LS25150865,06/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
183,LS33133602,07/08/2009,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,25.0,0.0,
184,LS65121556,07/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
185,LS76012144,07/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
186,LS50142982,08/08/2009,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,16/01/2020,0.0,0.0,
187,LS5908113A,08/08/2009,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
188,LS65121760,08/08/2009,QUARRY HILL B CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
189,LS69105959,10/08/2009,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
