,PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,Unnamed: 8
3897,LS12260576,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,24/01/2020,25.0,0.0,
3898,LS12260587,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/03/2020,75.0,0.0,
3899,LS12260598,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/01/2020,25.0,0.0,
3900,LS12260601,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/01/2020,25.0,0.0,
3901,LS12260612,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/01/2020,25.0,0.0,
3902,LS12260623,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/01/2020,25.0,0.0,
3903,LS12260623,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/01/2020,25.0,0.0,
3904,LS12260634,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/01/2020,25.0,0.0,
3905,LS12260634,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/01/2020,25.0,0.0,
3906,LS12260645,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/01/2020,50.0,0.0,
3907,LS12260645,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/02/2020,50.0,0.0,
3908,LS1256529A,09/01/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,09/01/2020,0.0,50.0,
3909,LS12565358,09/01/2020,BECKETT ST UPPER CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,09/01/2020,35.0,0.0,
3910,LS12565358,09/01/2020,BECKETT ST UPPER CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,22/01/2020,35.0,0.0,
3911,LS12565369,09/01/2020,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/01/2020,25.0,0.0,
3912,LS14474741,09/01/2020,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,09/01/2020,25.0,0.0,
3913,LS14474752,09/01/2020,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,21/01/2020,25.0,0.0,
3914,LS14474763,09/01/2020,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,09/01/2020,25.0,0.0,
3915,LS14474763,09/01/2020,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,20/01/2020,25.0,0.0,
3916,LS20501215,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,0.0,50.0,
3917,LS20501226,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,25.0,0.0,
3918,LS20501226,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/01/2020,25.0,0.0,
3919,LS20501237,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/03/2020,0.0,83.0,
3920,LS20501248,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,0.0,0.0,
3921,LS20501248,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2020,0.0,0.0,
3922,LS20501259,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,31/01/2020,50.0,0.0,
3923,LS20501270,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,25.0,0.0,
3924,LS20501270,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/01/2020,25.0,0.0,
3925,LS20501281,09/01/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/01/2020,25.0,50.0,
3926,LS20501292,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,25.0,0.0,
3927,LS20501306,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,0.0,0.0,
3928,LS20501317,09/01/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/01/2020,83.0,0.0,
3929,LS20501339,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/01/2020,0.0,0.0,
3930,LS2050134A,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/03/2020,0.0,83.0,
3931,LS20501361,09/01/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/01/2020,25.0,0.0,
3932,LS20501361,09/01/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,13/01/2020,25.0,0.0,
3933,LS20501361,09/01/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,14/01/2020,25.0,0.0,
3934,LS06268518,09/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,0.0,0.0,
3935,LS06268529,09/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,25.0,0.0,
3936,LS0626853A,09/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
3937,LS06268540,09/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/01/2020,25.0,0.0,
3938,LS06268551,09/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,0.0,0.0,
3939,LS06268562,09/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,0.0,0.0,
3940,LS06268584,09/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,25.0,0.0,
3941,LS06268653,09/01/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,0.0,0.0,
3942,LS06268653,09/01/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/02/2020,0.0,0.0,
3943,LS06268664,09/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,0.0,0.0,
3944,LS06268675,09/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,25.0,0.0,
3945,LS06268675,09/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/01/2020,25.0,0.0,
3946,LS06268686,09/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,0.0,0.0,
3947,LS06268697,09/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,25.0,0.0,
3948,LS06268697,09/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/01/2020,25.0,0.0,
3949,LS06672444,09/01/2020,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,11/03/2020,50.0,0.0,
3950,LS08570048,09/01/2020,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,25.0,0.0,
3951,LS08570048,09/01/2020,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/01/2020,25.0,0.0,
3952,LS09953938,09/01/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/01/2020,25.0,0.0,
3953,LS09953949,09/01/2020,PUDSEY CIVIC HALL CP - PUDSEY,73 PARKED WITHOUT PAYMENT,50,13/01/2020,25.0,0.0,
3954,LS09953960,09/01/2020,LEISURE CENTRE CP - PUDSEY                                  ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,09/01/2020,25.0,0.0,
3955,LS12260565,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/01/2020,25.0,0.0,
3956,LS12260565,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/01/2020,25.0,0.0,
3957,LS12260576,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/01/2020,25.0,0.0,
3958,LS12260576,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,27/01/2020,25.0,0.0,
3959,LS12260587,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/01/2020,75.0,0.0,
3960,LS12260587,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,16/03/2020,75.0,0.0,
3961,LS12260598,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/01/2020,25.0,0.0,
3962,LS12260612,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,23/01/2020,25.0,0.0,
3963,LS12260634,09/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/01/2020,25.0,0.0,
3964,LS12565358,09/01/2020,BECKETT ST UPPER CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,21/01/2020,35.0,0.0,
3965,LS12565369,09/01/2020,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,20/01/2020,25.0,0.0,
3966,LS14474741,09/01/2020,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,20/01/2020,25.0,0.0,
3967,LS14474741,09/01/2020,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,21/01/2020,25.0,0.0,
3968,LS14474752,09/01/2020,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,09/01/2020,25.0,0.0,
3969,LS14474752,09/01/2020,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,20/01/2020,25.0,0.0,
3970,LS17601335,09/01/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,09/01/2020,25.0,0.0,
3971,LS17601335,09/01/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,10/01/2020,25.0,0.0,
3972,LS1760138A,09/01/2020,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/01/2020,25.0,0.0,
3973,LS1760138A,09/01/2020,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,15/01/2020,25.0,0.0,
3974,LS17601390,09/01/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,0.0,83.0,
3975,LS17601390,09/01/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/03/2020,0.0,83.0,
3976,LS20501226,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/01/2020,25.0,0.0,
3977,LS20501237,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,0.0,83.0,
3978,LS20501259,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,50.0,0.0,
3979,LS2050126A,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,25.0,0.0,
3980,LS2050126A,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/01/2020,25.0,0.0,
3981,LS2050126A,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/01/2020,25.0,0.0,
3982,LS20501270,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/01/2020,25.0,0.0,
3983,LS20501292,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/03/2020,25.0,0.0,
3984,LS20501292,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/03/2020,25.0,0.0,
3985,LS20501306,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/01/2020,0.0,0.0,
3986,LS20501317,09/01/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,11/03/2020,83.0,0.0,
3987,LS20501328,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,0.0,0.0,
3988,LS20501328,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,31/01/2020,0.0,0.0,
3989,LS20501339,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,0.0,0.0,
3990,LS2050134A,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,0.0,83.0,
3991,LS20501350,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2020,25.0,0.0,
3992,LS20501350,09/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/01/2020,25.0,0.0,
3993,LS06561647,10/01/2020,CHARLES STREET CP - FARSLEY                                 ,86 BEYOND THE BAY MARKINGS                        ,50,24/01/2020,25.0,0.0,
3994,LS06672513,10/01/2020,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,83.0,0.0,
3995,LS06672513,10/01/2020,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/03/2020,83.0,0.0,
3996,LS06880623,10/01/2020,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,10/01/2020,25.0,0.0,
3997,LS06880634,10/01/2020,HUNSLET LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/01/2020,25.0,0.0,
3998,LS07251838,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,0.0,0.0,
3999,LS07251838,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,0.0,0.0,
4000,LS07251849,10/01/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,11/01/2020,25.0,50.0,
4001,LS11798623,10/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/01/2020,0.0,0.0,
4002,LS11798634,10/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/01/2020,25.0,0.0,
4003,LS1226077A,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,25.0,0.0,
4004,LS12260805,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,0.0,0.0,
4005,LS12260805,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,0.0,0.0,
4006,LS12260816,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,25.0,0.0,
4007,LS12260827,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,25.0,0.0,
4008,LS12260827,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/01/2020,25.0,0.0,
4009,LS14742862,10/01/2020,BARLEY HILL ROAD CP - GARFORTH                              ,86 BEYOND THE BAY MARKINGS                        ,50,10/01/2020,25.0,0.0,
4010,LS14742862,10/01/2020,BARLEY HILL ROAD CP - GARFORTH                              ,86 BEYOND THE BAY MARKINGS                        ,50,13/01/2020,25.0,0.0,
4011,LS1710165A,10/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,25.0,0.0,
4012,LS17101660,10/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/01/2020,0.0,0.0,
4013,LS17101671,10/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,0.0,0.0,
4014,LS17101682,10/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/01/2020,0.0,0.0,
4015,LS17101693,10/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,50.0,0.0,
4016,LS17101707,10/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,0.0,0.0,
4017,LS17101718,10/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/01/2020,25.0,0.0,
4018,LS17101729,10/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,25.0,0.0,
4019,LS17101740,10/01/2020,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/02/2020,50.0,0.0,
4020,LS17101751,10/01/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/01/2020,25.0,0.0,
4021,LS17101751,10/01/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/01/2020,25.0,0.0,
4022,LS17101762,10/01/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/01/2020,25.0,0.0,
4023,LS17101762,10/01/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/01/2020,25.0,0.0,
4024,LS06561647,10/01/2020,CHARLES STREET CP - FARSLEY                                 ,86 BEYOND THE BAY MARKINGS                        ,50,10/01/2020,25.0,0.0,
4025,LS06561647,10/01/2020,CHARLES STREET CP - FARSLEY                                 ,86 BEYOND THE BAY MARKINGS                        ,50,23/01/2020,25.0,0.0,
4026,LS0688050A,10/01/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,25.0,0.0,
4027,LS0688050A,10/01/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/01/2020,25.0,0.0,
4028,LS06880623,10/01/2020,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,22/01/2020,25.0,0.0,
4029,LS06880634,10/01/2020,HUNSLET LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,10/01/2020,25.0,0.0,
4030,LS07251827,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,50.0,0.0,
4031,LS07251827,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,50.0,0.0,
4032,LS07251849,10/01/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,10/01/2020,25.0,50.0,
4033,LS11560530,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,0.0,0.0,
4034,LS11560530,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,0.0,0.0,
4035,LS11560541,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,25.0,0.0,
4036,LS11560541,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/01/2020,25.0,0.0,
4037,LS11560552,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,25.0,0.0,
4038,LS11560552,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/01/2020,25.0,0.0,
4039,LS11560563,10/01/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,10/01/2020,25.0,0.0,
4040,LS11560563,10/01/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,12/01/2020,25.0,0.0,
4041,LS11798623,10/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/01/2020,0.0,0.0,
4042,LS11798634,10/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/03/2020,25.0,0.0,
4043,LS11798634,10/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2020,25.0,0.0,
4044,LS11798645,10/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/01/2020,25.0,50.0,
4045,LS1226077A,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/01/2020,25.0,0.0,
4046,LS12260780,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,0.0,50.0,
4047,LS12260791,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,25.0,0.0,
4048,LS12260791,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/01/2020,25.0,0.0,
4049,LS12260816,10/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/01/2020,25.0,0.0,
4050,LS14742862,10/01/2020,BARLEY HILL ROAD CP - GARFORTH                              ,86 BEYOND THE BAY MARKINGS                        ,50,14/01/2020,25.0,0.0,
4051,LS1710165A,10/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,25.0,0.0,
4052,LS17101660,10/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,0.0,0.0,
4053,LS17101671,10/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/01/2020,0.0,0.0,
4054,LS17101682,10/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,0.0,0.0,
4055,LS17101693,10/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,50.0,0.0,
4056,LS17101707,10/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,0.0,0.0,
4057,LS17101718,10/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,25.0,0.0,
4058,LS17101729,10/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/01/2020,25.0,0.0,
4059,LS17101740,10/01/2020,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,10/01/2020,50.0,0.0,
4060,LS17101751,10/01/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/01/2020,25.0,0.0,
4061,LS17101762,10/01/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/01/2020,25.0,0.0,
4062,LS06451944,11/01/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,11/01/2020,0.0,0.0,
4063,LS06451944,11/01/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
4064,LS06561705,11/01/2020,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,11/01/2020,35.0,0.0,
4065,LS06561705,11/01/2020,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,22/01/2020,35.0,0.0,
4066,LS06561716,11/01/2020,CROSSLEY STREET CP - WETHERBY                               ,86 BEYOND THE BAY MARKINGS                        ,50,24/01/2020,25.0,0.0,
4067,LS06561727,11/01/2020,CROSSLEY STREET CP - WETHERBY                               ,86 BEYOND THE BAY MARKINGS                        ,50,11/01/2020,25.0,0.0,
4068,LS06561749,11/01/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,11/01/2020,25.0,50.0,
4069,LS0656175A,11/01/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,14/01/2020,25.0,0.0,
4070,LS0656175A,11/01/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,15/01/2020,25.0,0.0,
4071,LS06561760,11/01/2020,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,21/01/2020,25.0,0.0,
4072,LS06561782,11/01/2020,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,11/01/2020,0.0,0.0,
4073,LS06672637,11/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/01/2020,25.0,0.0,
4074,LS06672637,11/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/01/2020,25.0,0.0,
4075,LS06672885,11/01/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/03/2020,75.0,0.0,
4076,LS07158978,11/01/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,25.0,0.0,
4077,LS08570263,11/01/2020,INTERNATIONAL POOL CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,11/01/2020,25.0,0.0,
4078,LS08570274,11/01/2020,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/01/2020,0.0,0.0,
4079,LS08570274,11/01/2020,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,17/02/2020,0.0,0.0,
4080,LS08570285,11/01/2020,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,27/03/2020,0.0,0.0,
4081,LS08570296,11/01/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/01/2020,25.0,0.0,
