PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,
LS15603340,23/04/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS05153656,24/04/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS05153678,24/04/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06744727,24/04/2019,QUARRY HILL B CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS09142899,24/04/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS09936076,24/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS09936087,24/04/2019,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS09936134,24/04/2019,COURTHOUSE STREET CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS11540453,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11540464,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11540475,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11540486,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11540497,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11540500,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11540511,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11540522,24/04/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS11767947,24/04/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS06380857,25/04/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06380868,25/04/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06380879,25/04/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0638088A,25/04/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06427666,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06427677,25/04/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS08134545,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08134556,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08134567,25/04/2019,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08134578,25/04/2019,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11540544,25/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11540555,25/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11540566,25/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11540577,25/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11540624,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11540635,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11540646,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11540657,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11540668,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11540679,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1154068A,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11540690,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11540704,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11540715,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11540726,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11540737,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11540748,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1176797A,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11767980,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11767991,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1176800A,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11768010,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11768021,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11768032,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11768043,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11768054,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11768065,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11768076,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11768087,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11768098,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15332006,25/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15332017,25/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15332028,25/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15332039,25/04/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15332050,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15332061,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15332072,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15332083,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15332094,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1533212A,25/04/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15332130,25/04/2019,KIRKSTALL RD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS15332141,25/04/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06251322,26/04/2019,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS06251333,26/04/2019,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS06381044,26/04/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS06653858,26/04/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS06653869,26/04/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS0665387A,26/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06653880,26/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06653891,26/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06653905,26/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06653916,26/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06653927,26/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07131461,26/04/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07131472,26/04/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0833034A,26/04/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS08543147,26/04/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS11540839,26/04/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS1154084A,26/04/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS11540850,26/04/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS11540861,26/04/2019,HIGH STREET CP - BOSTON SPA                                 ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS11540872,26/04/2019,HIGH STREET CP - BOSTON SPA                                 ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS11540883,26/04/2019,HIGH STREET CP - BOSTON SPA                                 ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS14369168,26/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14369179,26/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1436918A,26/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14369190,26/04/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS14369204,26/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14369215,26/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14369248,26/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14369259,26/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1444899A,26/04/2019,AIREBOROUGH CENTRE - GUISELEY,86 BEYOND THE BAY MARKINGS                        ,50,
LS14449096,26/04/2019,AIREBOROUGH CENTRE - GUISELEY,86 BEYOND THE BAY MARKINGS                        ,50,
LS1444910A,26/04/2019,AIREBOROUGH CENTRE - GUISELEY,86 BEYOND THE BAY MARKINGS                        ,50,
LS14449121,26/04/2019,AIREBOROUGH CENTRE - GUISELEY,86 BEYOND THE BAY MARKINGS                        ,50,
LS15332185,26/04/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15332196,26/04/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15332312,26/04/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15710599,26/04/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS0685396A,27/04/2019,COURTHOUSE STREET CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS0713152A,27/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07131530,27/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07131541,27/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07131552,27/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07131563,27/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07131574,27/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07131585,27/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07131596,27/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0713160A,27/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11540941,27/04/2019,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11540952,27/04/2019,COURTHOUSE STREET CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS11540963,27/04/2019,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12239933,27/04/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS12239944,27/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14449256,27/04/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,
LS15603704,27/04/2019,MORLEY LEISURE CENTRE CP - MORLEY,86 BEYOND THE BAY MARKINGS                        ,50,
LS15603770,27/04/2019,MORLEY LEISURE CENTRE CP - MORLEY,86 BEYOND THE BAY MARKINGS                        ,50,
LS15603781,27/04/2019,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS0642778A,28/04/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS06427790,28/04/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS06427804,28/04/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS06427815,28/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06427826,28/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06428068,28/04/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS0755777A,28/04/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08330474,28/04/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS08330485,28/04/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS08330496,28/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0833050A,28/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08330510,28/04/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS08330521,28/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08330703,28/04/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08543260,28/04/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08543271,28/04/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1571076A,28/04/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS15710770,28/04/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS15710781,28/04/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0175835A,29/04/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS01758360,29/04/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS01758371,29/04/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05153940,29/04/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS05153973,29/04/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0625156A,29/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06538011,29/04/2019,SPRINGFIELD ROAD CP - GUISELEY                              ,86 BEYOND THE BAY MARKINGS                        ,50,
LS06538022,29/04/2019,COURTHOUSE STREET CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS06538033,29/04/2019,NORTH PARADE CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS06538044,29/04/2019,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08543384,29/04/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08543409,29/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0854341A,29/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08543420,29/04/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS08543431,29/04/2019,WEST STREET CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS08543464,29/04/2019,MEADOW LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS11768327,29/04/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS12239999,29/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12240003,29/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12240014,29/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12240025,29/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12240036,29/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12240047,29/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12240080,29/04/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS14369667,29/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14369678,29/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14369689,29/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1436969A,29/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15603839,29/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1560384A,29/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15603850,29/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15603861,29/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15603872,29/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15603883,29/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15603894,29/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15603908,29/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15603919,29/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1560392A,29/04/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS05154003,30/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154014,30/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154025,30/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154036,30/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154047,30/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154058,30/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154069,30/04/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS0515407A,30/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154080,30/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154091,30/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154105,30/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06538099,30/04/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06538146,30/04/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0833085A,30/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08330860,30/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08330940,30/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08330951,30/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08330962,30/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08330973,30/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS09936145,30/04/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS09936156,30/04/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS09936167,30/04/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS09936178,30/04/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11541161,30/04/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11541172,30/04/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15332618,30/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15332629,30/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1533263A,30/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15332640,30/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15332651,30/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15332775,30/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15332786,30/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15332797,30/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15332800,30/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15332811,30/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15332822,30/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15332833,30/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15332844,30/04/2019,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS15332855,30/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15332866,30/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15332877,30/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15332888,30/04/2019,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS15332899,30/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15332902,30/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15710908,30/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS02463544,01/05/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154116,01/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154127,01/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154138,01/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154149,01/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0515415A,01/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154160,01/05/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS05154171,01/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154182,01/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06381190,01/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06381237,01/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06381270,01/05/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06381292,01/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06745071,01/05/2019,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,
LS07238716,01/05/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS07238727,01/05/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0723875A,01/05/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS0813459A,01/05/2019,MORLEY LEISURE CENTRE CP - MORLEY,86 BEYOND THE BAY MARKINGS                        ,50,
