PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS15337338,17/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/06/2019,25,0,
LS15337349,17/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/06/2019,25,0,
LS1533735A,17/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/06/2019,0,0,
LS15337360,17/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/06/2019,25,0,
LS15337382,17/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/06/2019,83,0,
LS15337393,17/06/2019,QUARRY HILL B CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/06/2019,75,0,
LS15337407,17/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/06/2019,25,0,
LS15337418,17/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/06/2019,25,0,
LS15337429,17/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/06/2019,25,0,
LS05241571,18/06/2019,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/06/2019,25,0,
LS06656404,18/06/2019,QUARRY HILL E CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,0,0,
LS06656415,18/06/2019,QUARRY HILL E CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,0,83,
LS06656426,18/06/2019,QUARRY HILL E CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,25,50,
LS06656426,18/06/2019,QUARRY HILL E CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,25,50,
LS0665646A,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,50,0,
LS07136385,18/06/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,18/06/2019,25,50,
LS09939471,18/06/2019,WILDERNESS CP - WETHERBY                                    ,86 BEYOND THE BAY MARKINGS                        ,50,19/06/2019,25,50,
LS12150228,18/06/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,25,0,
LS12150228,18/06/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/06/2019,25,0,
LS12150294,18/06/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/06/2019,25,0,
LS12243500,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/06/2019,25,0,
LS12243511,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/06/2019,25,0,
LS12243522,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,0,0,
LS12243522,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/06/2019,0,0,
LS12243533,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,0,0,
LS12243544,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,25,0,
LS12243555,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,0,0,
LS12243566,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,25,50,
LS12243577,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,0,83,
LS12243602,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,75,0,
LS12243613,18/06/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/06/2019,25,0,
LS12243624,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/06/2019,25,0,
LS12243635,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,0,0,
LS14639954,18/06/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,0,0,
LS14639965,18/06/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,22/06/2019,0,0,
LS14639987,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,25,50,
LS15714148,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,25,0,
LS1571416A,18/06/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,50,0,
LS15714170,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,0,0,
LS15714170,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/06/2019,0,0,
LS15714181,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,25,0,
LS15714206,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,25,0,
LS15714206,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/06/2019,25,0,
LS15714217,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,25,50,
LS15714217,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,25,50,
LS15714217,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/06/2019,25,50,
LS15714228,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,25,0,
LS15714228,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/06/2019,25,0,
LS1571424A,18/06/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/06/2019,25,0,
LS1571424A,18/06/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,26/06/2019,25,0,
LS15714261,18/06/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,50,0,
LS15714272,18/06/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,25,0,
LS05241571,18/06/2019,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/06/2019,25,0,
LS06656390,18/06/2019,QUARRY HILL E CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,83,0,
LS06656426,18/06/2019,QUARRY HILL E CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/06/2019,25,50,
LS09939471,18/06/2019,WILDERNESS CP - WETHERBY                                    ,86 BEYOND THE BAY MARKINGS                        ,50,18/06/2019,25,50,
LS09939471,18/06/2019,WILDERNESS CP - WETHERBY                                    ,86 BEYOND THE BAY MARKINGS                        ,50,20/06/2019,25,50,
LS11544374,18/06/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/06/2019,25,50,
LS11544374,18/06/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,20/06/2019,25,50,
LS12150308,18/06/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/06/2019,0,0,
LS12150308,18/06/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/06/2019,0,0,
LS12243497,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,0,0,
LS12243500,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,25,0,
LS12243511,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,25,0,
LS12243544,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/06/2019,25,0,
LS12243566,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,25,50,
LS12243588,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,25,0,
LS12243588,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/06/2019,25,0,
LS12243599,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,0,0,
LS12243624,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,25,0,
LS12243635,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/06/2019,0,0,
LS12243646,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,25,0,
LS12243657,18/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,0,0,
LS14639965,18/06/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/06/2019,0,0,
LS14639987,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,50,
LS14639987,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,25,50,
LS15714148,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/06/2019,25,0,
LS15714148,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/06/2019,25,0,
LS15714159,18/06/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,0,0,
LS15714192,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,25,0,
LS15714192,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/06/2019,25,0,
LS15714192,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/06/2019,25,0,
LS15714228,18/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/06/2019,25,0,
LS15714239,18/06/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/06/2019,50,0,
LS15714250,18/06/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,0,0,
LS15714250,18/06/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/06/2019,0,0,
LS06254182,19/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,50,
LS06254193,19/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/06/2019,0,0,
LS06254218,19/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,0,
LS06254218,19/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/06/2019,25,0,
LS0625423A,19/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,50,
LS06254240,19/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,0,
LS06254240,19/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/06/2019,25,0,
LS06254251,19/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,0,
LS06254273,19/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/06/2019,25,0,
LS0654342A,19/06/2019,QUARRY HILL B CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/06/2019,0,0,
LS06543452,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,0,83,
LS06543463,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,0,
LS06543474,19/06/2019,QUARRY HILL B CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,20/06/2019,0,0,
LS06543485,19/06/2019,QUARRY HILL B CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,29/06/2019,25,0,
LS06543496,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,25,0,
LS0654350A,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/06/2019,25,0,
LS06543521,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/06/2019,25,0,
LS06656517,19/06/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/06/2019,25,50,
LS07136498,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,0,50,
LS07136501,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,0,
LS07136534,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,75,0,
LS07241073,19/06/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,19/06/2019,25,50,
LS07241073,19/06/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,20/06/2019,25,50,
LS09939540,19/06/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,0,50,
LS11544385,19/06/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,19/06/2019,25,0,
LS11544396,19/06/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,19/06/2019,25,0,
LS11544396,19/06/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,27/06/2019,25,0,
LS11544410,19/06/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,0,0,
LS11773815,19/06/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,19/06/2019,25,0,
LS11773815,19/06/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,29/06/2019,25,0,
LS11773826,19/06/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/06/2019,25,0,
LS1177386A,19/06/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,75,0,
LS14454314,19/06/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,0,
LS14454325,19/06/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,50,
LS14454325,19/06/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/06/2019,25,50,
LS14454336,19/06/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,50,
LS14454336,19/06/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/06/2019,25,50,
LS15337735,19/06/2019,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,19/06/2019,25,0,
LS06254171,19/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,0,
LS06254193,19/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,0,0,
LS06254207,19/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,0,
LS06254218,19/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/06/2019,25,0,
LS06254229,19/06/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,19/06/2019,25,0,
LS06254229,19/06/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,25/06/2019,25,0,
LS06254240,19/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,25,0,
LS06254262,19/06/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,19/06/2019,75,0,
LS06254273,19/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,0,
LS06254273,19/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,25,0,
LS06543430,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,50,0,
LS06543441,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,83,0,
LS06543474,19/06/2019,QUARRY HILL B CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,19/06/2019,0,0,
LS06543485,19/06/2019,QUARRY HILL B CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,19/06/2019,25,0,
LS06543496,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,0,
LS06543496,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/06/2019,25,0,
LS0654350A,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,0,
LS06543510,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,0,
LS06543521,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,0,
LS06656506,19/06/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,50,0,
LS06656517,19/06/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,50,
LS06656517,19/06/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,25,50,
LS07136487,19/06/2019,QUARRY HILL B CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/06/2019,25,0,
LS07136487,19/06/2019,QUARRY HILL B CP - CITY,73 PARKED WITHOUT PAYMENT,50,24/06/2019,25,0,
LS07136498,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,0,50,
LS07136512,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,0,
LS07136512,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/06/2019,25,0,
LS07136512,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/06/2019,25,0,
LS07136523,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,0,0,
LS07136545,19/06/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,0,0,
LS07241062,19/06/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,19/06/2019,0,0,
LS07241073,19/06/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/06/2019,25,50,
LS11544396,19/06/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,26/06/2019,25,0,
LS1154440A,19/06/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,19/06/2019,0,50,
LS11544410,19/06/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/06/2019,0,0,
LS11773826,19/06/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,25,0,
LS11773881,19/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,50,0,
LS14454303,19/06/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/06/2019,0,0,
LS14454303,19/06/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/06/2019,0,0,
LS14454314,19/06/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/06/2019,25,0,
LS14454336,19/06/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,25,50,
LS15337655,19/06/2019,OATLAND GREEN CP - SHEEPSCAR                                ,86 BEYOND THE BAY MARKINGS                        ,50,19/06/2019,0,50,
LS15337724,19/06/2019,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,19/06/2019,25,0,
LS15337735,19/06/2019,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,26/06/2019,25,0,
LS05155629,20/06/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,20/06/2019,113,0,
LS05155684,20/06/2019,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,20/06/2019,0,0,
LS05155695,20/06/2019,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,20/06/2019,25,0,
LS05155695,20/06/2019,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,22/06/2019,25,0,
LS05155709,20/06/2019,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,20/06/2019,25,0,
LS05155709,20/06/2019,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,25/06/2019,25,0,
LS06656630,20/06/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/06/2019,0,50,
LS06656641,20/06/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/06/2019,25,0,
LS06656652,20/06/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/06/2019,0,0,
LS06929449,20/06/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,0,50,
LS0692945A,20/06/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,25,0,
LS11773928,20/06/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/06/2019,25,0,
LS11773972,20/06/2019,MEADOW LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,20/06/2019,105,0,
LS12243759,20/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,25,0,
LS12243770,20/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,25,50,
LS12243806,20/06/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,20/06/2019,25,50,
LS12243817,20/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,50,0,
LS12243828,20/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,0,0,
LS12243839,20/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/06/2019,0,50,
LS1224384A,20/06/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,25,0,
LS14375513,20/06/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,25,0,
LS14454405,20/06/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,20/06/2019,25,50,
LS14454416,20/06/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,25,0,
LS14454438,20/06/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,25,50,
LS14454438,20/06/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/06/2019,25,50,
LS1445445A,20/06/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,25,0,
LS1445445A,20/06/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/06/2019,25,0,
LS14720484,20/06/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,50,0,
LS14844013,20/06/2019,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,20/06/2019,35,0,
LS05155709,20/06/2019,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,26/06/2019,25,0,
LS0515571A,20/06/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,20/06/2019,83,0,
LS11773917,20/06/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,83,0,
LS11773928,20/06/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,25,0,
LS11773928,20/06/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/06/2019,25,0,
LS11773939,20/06/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/06/2019,25,50,
LS11773983,20/06/2019,MEADOW LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,20/06/2019,35,0,
