PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS5020651A,21/12/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/04/2020,0,0,
LS50206542,21/12/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/04/2020,0,0,
LS57169615,21/12/2011,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS63162858,22/12/2011,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,24/04/2020,0,0,
LS21192579,22/12/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS50206724,22/12/2011,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS59171833,22/12/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS27233147,23/12/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS34202879,23/12/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS2821696A,28/12/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS50206906,28/12/2011,CIVIC HALL D CP - CITY                                      ,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS15115347,29/12/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/04/2020,0,0,
LS69171501,29/12/2011,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/04/2020,0,0,
LS21193287,30/12/2011,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/04/2020,0,0,
LS23191704,31/12/2011,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS27233613,31/12/2011,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS75072093,31/12/2011,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS26175023,04/01/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS23191963,05/01/2012,QUARRY HILL D CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS56149055,05/01/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS31165164,07/01/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/04/2020,0,0,
LS75072730,10/01/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/04/2020,0,0,
LS60202592,10/01/2012,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS75072865,11/01/2012,CIVIC HALL D CP - CITY                                      ,82 AFTER EXPIRY IN P+D CAR PARK,50,24/04/2020,0,0,
LS25241563,12/01/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/04/2020,0,0,
LS47173718,13/01/2012,CIVIC HALL D CP - CITY                                      ,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS55192296,13/01/2012,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS75073405,13/01/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/04/2020,0,0,
LS16145376,14/01/2012,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS19177379,14/01/2012,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/04/2020,0,0,
LS51173198,16/01/2012,QUARRY HILL D CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS58182007,17/01/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/04/2020,0,0,
LS27235787,18/01/2012,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS55192751,18/01/2012,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS6518475A,18/01/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS65184760,18/01/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS27235845,18/01/2012,QUARRY HILL B CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/04/2020,0,0,
LS27236225,20/01/2012,CIVIC HALL D CP - CITY                                      ,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS45188124,20/01/2012,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS58182652,24/01/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,23/04/2020,0,0,
LS75075513,24/01/2012,QUARRY HILL D CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS21195817,24/01/2012,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS58182823,26/01/2012,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS46191055,28/01/2012,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS28220413,29/01/2012,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS5519389A,31/01/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,23/04/2020,0,0,
LS36182171,31/01/2012,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS27238468,01/02/2012,NORTH PARADE CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,23/04/2020,0,0,
LS34205607,01/02/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,23/04/2020,0,0,
LS13204151,01/02/2012,LEISURE CENTRE CP - PUDSEY                                  ,86 BEYOND THE BAY MARKINGS                        ,50,23/04/2020,0,0,
LS27238821,04/02/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS38209100,06/02/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,23/04/2020,0,0,
LS58184148,08/02/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS34206268,09/02/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS71169080,10/02/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,23/04/2020,0,0,
LS23196774,11/02/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS69173256,14/02/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS13205722,15/02/2012,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS60206618,16/02/2012,CIVIC HALL D CP - CITY                                      ,82 AFTER EXPIRY IN P+D CAR PARK,50,23/04/2020,0,0,
LS40186937,16/02/2012,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,23/04/2020,0,0,
LS50211032,17/02/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS55195895,20/02/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS21199658,21/02/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS51175149,22/02/2012,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,23/04/2020,0,0,
LS71169513,22/02/2012,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS10084290,23/02/2012,CIVIC HALL D CP - CITY                                      ,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS34207486,23/02/2012,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,23/04/2020,0,0,
LS1008428A,23/02/2012,CIVIC HALL D CP - CITY                                      ,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS27241633,25/02/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS59177603,27/02/2012,CIVIC HALL D CP - CITY                                      ,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2020,0,0,
LS75081152,27/02/2012,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,23/04/2020,0,0,
LS56153143,28/02/2012,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/04/2020,0,0,
LS62168247,28/02/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/04/2020,0,0,
LS25242497,29/02/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/04/2020,0,0,
LS10084676,01/03/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/04/2020,0,0,
LS60208260,07/03/2012,CIVIC HALL D CP - CITY                                      ,82 AFTER EXPIRY IN P+D CAR PARK,50,21/04/2020,0,0,
LS32213025,08/03/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/04/2020,0,0,
LS56153937,08/03/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/04/2020,0,0,
LS60208577,10/03/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/04/2020,0,0,
LS71171184,12/03/2012,CIVIC HALL D CP - CITY                                      ,82 AFTER EXPIRY IN P+D CAR PARK,50,21/04/2020,0,0,
LS76089105,12/03/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/04/2020,0,0,
LS13209246,12/03/2012,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,21/04/2020,0,0,
LS25243106,13/03/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/04/2020,0,0,
LS23198259,16/03/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/04/2020,0,0,
LS45191559,17/03/2012,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS55198102,19/03/2012,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS10085872,20/03/2012,CIVIC HALL D CP - CITY                                      ,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS40189287,21/03/2012,QUARRY HILL D CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2020,0,0,
LS28223207,22/03/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/04/2020,0,0,
LS47176705,23/03/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/04/2020,0,0,
LS47176727,23/03/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/04/2020,0,0,
LS15124508,24/03/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/04/2020,0,0,
LS19185231,24/03/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/04/2020,0,0,
LS19185253,24/03/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/04/2020,0,0,
LS38212229,26/03/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/04/2020,0,0,
LS3821223A,26/03/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/04/2020,0,0,
LS4418341A,26/03/2012,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/04/2020,0,0,
LS55198656,26/03/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/04/2020,0,0,
LS21203799,28/03/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/04/2020,0,0,
LS44183657,28/03/2012,WOODHOUSE LANE  CP - CITY,92 PARKED CAUSING AN OBSTRUCTION                  ,70,21/04/2020,0,0,
LS69176662,28/03/2012,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/04/2020,0,0,
LS70142737,28/03/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/04/2020,0,0,
LS28224072,28/03/2012,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/04/2020,0,0,
LS51177916,29/03/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/04/2020,0,0,
LS55198827,29/03/2012,INTERNATIONAL POOL CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/04/2020,0,0,
LS10086252,29/03/2012,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/04/2020,0,0,
LS2524411A,31/03/2012,THE MARKETS CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/04/2020,0,0,
LS57177533,31/03/2012,THE MARKETS CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/04/2020,0,0,
LS34267546,25/07/2014,HUNSLET LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/04/2020,32.33,0,
LS15212150,30/07/2014,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/04/2020,9.12,0,
LS1928551A,10/11/2014,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,17/04/2020,0.91,0,
LS15222416,13/11/2014,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/04/2020,32.33,0,
LS36278248,30/07/2015,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/04/2020,32.33,0,
LS90005353,18/11/2015,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/04/2020,1.81,0,
LS76228449,19/02/2016,ROBIN LANE CP - PUDSEY                                      ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,29/04/2020,52.98,0,
LS01707235,22/08/2016,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/04/2020,0,0,
LS07508694,16/02/2017,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/04/2020,40,0,
LS05019030,22/07/2017,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/04/2020,0,0,
LS0721988A,22/12/2017,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2020,0,0,
LS09825439,09/05/2018,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/04/2020,75,0,
LS01745540,31/07/2018,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/04/2020,0,0,
LS04957057,25/08/2018,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,20/04/2020,2.09,0,
LS08527479,16/10/2018,JOHN CHARLES SC CP - MIDDLETON,86 BEYOND THE BAY MARKINGS                        ,50,15/06/2020,93,0,
LS1452913A,18/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/05/2020,0.94,0,
LS1452913A,18/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/06/2020,0.94,0,
LS1452913A,18/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/05/2020,0.94,0,
LS1452913A,18/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/06/2020,0.94,0,
LS05232220,24/10/2018,WEST STREET CP - CITY,91 PARKED IN AREA NOT FOR THAT CLASS OF VEHICLE,70,27/05/2020,0,0,
LS05232220,24/10/2018,WEST STREET CP - CITY,91 PARKED IN AREA NOT FOR THAT CLASS OF VEHICLE,70,28/05/2020,0,0,
LS06646364,04/12/2018,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/05/2020,2.09,80.91,
LS12143710,11/12/2018,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,12/05/2020,0,113,
LS12143710,11/12/2018,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,05/06/2020,0,113,
LS02458566,27/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2020,0,75,
LS02458566,27/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/06/2020,0,75,
LS02458566,27/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/06/2020,0,75,
LS01753753,28/01/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2020,0,0,
LS01753753,28/01/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/06/2020,0,0,
LS01753753,28/01/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/06/2020,0,0,
LS06373068,28/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2020,0,75,
LS06373068,28/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/06/2020,0,75,
LS06373068,28/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/06/2020,0,75,
LS08720537,29/01/2019,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/04/2020,0,83,
LS08720537,29/01/2019,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/06/2020,0,83,
LS0514915A,30/01/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/04/2020,0,75,
LS06648971,30/01/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2020,0,75,
LS06649045,30/01/2019,QUARRY HILL E CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2020,0,75,
LS06649045,30/01/2019,QUARRY HILL E CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/06/2020,0,75,
LS06649045,30/01/2019,QUARRY HILL E CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/06/2020,0,75,
LS0514915A,30/01/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/06/2020,0,75,
LS0514915A,30/01/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/06/2020,0,75,
LS06648971,30/01/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/06/2020,0,75,
LS06648971,30/01/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/06/2020,0,75,
LS06649282,01/02/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2020,0,75,
LS06649282,01/02/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/06/2020,0,75,
LS06649282,01/02/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/06/2020,0,75,
LS07771135,02/02/2019,LEISURE CENTRE CP - PUDSEY                                  ,86 BEYOND THE BAY MARKINGS                        ,50,06/04/2020,0,83,
LS07771135,02/02/2019,LEISURE CENTRE CP - PUDSEY                                  ,86 BEYOND THE BAY MARKINGS                        ,50,01/06/2020,0,83,
LS09137957,04/02/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,06/04/2020,0,83,
LS09137957,04/02/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,01/06/2020,0,83,
LS09932778,05/02/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,06/04/2020,0,83,
LS09932778,05/02/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,01/06/2020,0,83,
LS01754097,06/02/2019,BEECH HILL CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,06/04/2020,0,75,
LS01754097,06/02/2019,BEECH HILL CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,01/06/2020,0,75,
LS01754097,06/02/2019,BEECH HILL CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,04/06/2020,0,75,
LS06373782,06/02/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2020,0,75,
LS06373782,06/02/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/06/2020,0,75,
LS06373782,06/02/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/06/2020,0,75,
LS07234806,06/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/04/2020,0,83,
LS07234806,06/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/06/2020,0,83,
LS14634553,07/03/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/06/2020,0,75,
LS14532564,02/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/04/2020,50,0,
LS07827535,23/04/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2020,0,83,
LS07827535,23/04/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/06/2020,0,83,
LS0175835A,29/04/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2020,0,75,
LS0175835A,29/04/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/06/2020,0,75,
LS0175835A,29/04/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/06/2020,0,75,
LS08332108,14/05/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/06/2020,0,83,
LS08332108,14/05/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2020,0,83,
LS07960284,16/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/05/2020,0,75,
LS0685620A,18/05/2019,COURTHOUSE STREET CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,01/06/2020,0,75,
LS0685620A,18/05/2019,COURTHOUSE STREET CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,04/06/2020,0,75,
LS12148747,18/05/2019,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,01/06/2020,0,83,
LS0685620A,18/05/2019,COURTHOUSE STREET CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,06/04/2020,0,75,
LS12148667,18/05/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2020,0,83,
LS12148667,18/05/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/06/2020,0,83,
LS12148747,18/05/2019,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,06/04/2020,0,83,
LS06540319,21/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/06/2020,0,75,
LS06540319,21/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/06/2020,0,75,
LS08545914,21/05/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,01/06/2020,0,83,
LS06540319,21/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/04/2020,0,75,
LS08545914,21/05/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,06/04/2020,0,83,
LS06383334,22/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2020,0,75,
LS06383334,22/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/06/2020,0,75,
LS06383334,22/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/06/2020,0,75,
LS06383356,22/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/06/2020,0,75,
LS06655434,22/05/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2020,0,75,
LS06655434,22/05/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/06/2020,0,75,
LS06655434,22/05/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/06/2020,0,75,
LS06252904,22/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/04/2020,0,75,
LS06252904,22/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/06/2020,0,75,
LS06252904,22/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/06/2020,0,75,
LS06383356,22/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2020,0,75,
LS06383356,22/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/06/2020,0,75,
LS15334340,22/05/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/04/2020,0,83,
LS15334340,22/05/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/06/2020,0,83,
LS11542164,23/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/04/2020,0,83,
LS11542164,23/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/06/2020,0,83,
